exist,shorturl,layer,category,indomain,image_name,decode_url,unshorten_url,image_urls
True,False,3,3,0,50bdea518e0f607a44980ad17edef5ae4ffcf720.jpg,https://t.me/morehappy1688,https://t.me/morehappy1688,https://cimg.cnyes.cool/prod/news/4774687/l/2e535bee3a99fd804c959b8d53fafad1.jpg
True,False,3,3,1,169f5e03132a0799eb93e9f7acb3a414331914ab.jpg,https://forms.office.com/Pages/ResponsePage.aspx?id=IbgL9w4edUa-MyJ2PTalPdBwTtRyjOpDvBWtC6g87WtUOTUwR1dJQlc0Qk8yRks5RFM2WUhNQk1MQS4u&qrcode=true,https://forms.office.com/Pages/ResponsePage.aspx?id=IbgL9w4edUa-MyJ2PTalPdBwTtRyjOpDvBWtC6g87WtUOTUwR1dJQlc0Qk8yRks5RFM2WUhNQk1MQS4u&qrcode=true,https://www.tmd.ac.jp/files/topics/55567_ext_02_0.jpg
True,True,3,3,1,14281287eb17a5d35f2a30a938b1fa1809dfe099.png,https://forms.gle/5PAWUd1NNLbDhFef6,https://accounts.google.com/v3/signin/identifier?dsh=S369130858%3A1662291191247361&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf91AjdnDo1srJ13GSYuZTvZ-crvmtIekH-5RUDAsYj1kJbzA%2Fviewform%3Fusp%3Dsend_form&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf91AjdnDo1srJ13GSYuZTvZ-crvmtIekH-5RUDAsYj1kJbzA%2Fviewform%3Fusp%3Dsend_form&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQN2RmVsLuWEW96BVcTgWxhJF1yVOkpMdbF8elqzijqcRcd5ywRJTlk9a3lij-r4t7NGSV1H3CBP,http://cphn.tmu.edu.tw/File/Userfiles/0000000001/images/image-20220627172229-1.png
True,True,3,3,1,aae314a3746df900f186d9c5a4423be508ba9974.png,https://forms.gle/rkGt1SzZZyv49gUe9,https://accounts.google.com/v3/signin/identifier?dsh=S-167330578%3A1662291195104173&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScOEfrG1qEqCZC0MaRJBdi-EwKMPnHLQLNwTB1hjJhEnv91Aw%2Fviewform%3Fusp%3Dsend_form&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScOEfrG1qEqCZC0MaRJBdi-EwKMPnHLQLNwTB1hjJhEnv91Aw%2Fviewform%3Fusp%3Dsend_form&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQN2RmXNlWPYa6f4m8WTwZbDdFRyk0Er-CCpRI3zJDAgFxDiC0ubL9oh-DLLo7oGq43FlWbDywip,http://cphn.tmu.edu.tw/File/Userfiles/0000000001/images/%e5%85%ac%e5%85%b1%e8%a1%9b%e7%94%9f%e8%88%87%e4%ba%ba%e5%b7%a5%e6%99%ba%e8%83%bd%e8%ab%96%e5%a3%8720220413.png
True,False,3,3,1,f7e63c984a48eaa9bc4d1e38b073569e55c96414.jpg,https://qrco.de/bd5V4o,https://qrco.de/bd5V4o,https://www.jewishvoicesnj.org/wp-content/uploads/2022/07/JCV-1000x10002-1-300x300.jpg
True,True,3,3,1,6b3411ad2df44c1e8baa66c8eff3d415de4d2e72.jpg,https://forms.gle/KSbv3CedKRJ7HvLc9,https://accounts.google.com/v3/signin/identifier?dsh=S1292588077%3A1662291214430951&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSfI7BV0c-3rq8PicoA_A3LSHe8Hx5nau4gO8ArBKb5IN-ZPgQ%2Fviewform%3Fusp%3Dsend_form&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSfI7BV0c-3rq8PicoA_A3LSHe8Hx5nau4gO8ArBKb5IN-ZPgQ%2Fviewform%3Fusp%3Dsend_form&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQN2RmWqqfj7qK2TQmy9xZx1AfbgH6tenSTgNMxHZbHm5TbmlevM6g5jXMFUb2dZCvL5z_31vJgbuw,https://nutrition.tmu.edu.tw/uploads/intro/22062310553462b3d62616b51.jpg
True,False,3,3,1,444e2cf30d3a3c3ceb1a489e427e5236defe351d.jpg,https://drive.google.com/file/d/1RNRdFC71r-knYF7Pn-ZUZRL3W0q1BAR0/view?usp=sharing,https://drive.google.com/file/d/1RNRdFC71r-knYF7Pn-ZUZRL3W0q1BAR0/view?usp=sharing,https://geducation2.tmu.edu.tw/wp-content/uploads/2022/06/unnamed-724x1024.jpg
True,True,3,3,1,8737a01cfc9b5ef8c51736aaa448cf7d6693ecb0.png,https://forms.gle/NKrzRdXwHF1wBXEX9,https://accounts.google.com/v3/signin/identifier?dsh=S2130893730%3A1662291270287781&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScXkwHfH7xEZfXwJ6pT_RS0PFxy1ItqB4jj8PN0n3any1rQyw%2Fviewform%3Fusp%3Dsend_form&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLScXkwHfH7xEZfXwJ6pT_RS0PFxy1ItqB4jj8PN0n3any1rQyw%2Fviewform%3Fusp%3Dsend_form&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQN2RmVXVH9711VOzih7nX0MCFCtDczn5K6XXXkQ6rcnng2a6s7EJuS_x5P1Xrd88f0aEGS8LT4oIw,https://prohealth.tmu.edu.tw/files/news/cache.626ecf272e572690bd382e5829ccb88a.png.w354_h500.png
True,False,3,3,1,feed99064d2f5910c21542fb156a5045ceb66b90.jpg,https://drive.google.com/file/d/1DmjeOl5rFY-k41qklKRiiLPS3YF-UbHP/view?usp=sharing,https://drive.google.com/file/d/1DmjeOl5rFY-k41qklKRiiLPS3YF-UbHP/view?usp=sharing,https://www.tmuh.org.tw/UploadFile/images/220418111157(2).jpg
True,False,3,3,1,f2e2d4035979f9e1d8547d7d7a90269ad5f131f7.png,https://drive.google.com/file/d/1W1y8Lm-nWjNLGvGxMU6A49roft1YI0fr/view?usp=sharing,https://drive.google.com/file/d/1W1y8Lm-nWjNLGvGxMU6A49roft1YI0fr/view?usp=sharing,https://www.tmuh.org.tw/UploadFile/images/%E6%8D%90%E6%AC%BE%E5%B0%88%E5%8D%80/%E6%8D%90%E6%AC%BE%E5%96%AE%E7%B4%99%E6%9C%AC%E5%A1%AB%E5%AF%AB.png
True,False,3,3,1,ffd53c2c98e4306e396cf48de10b08c77b53c347.png,https://drive.google.com/file/d/1SdVhVXrMsOIDYmsjlgetP4g7-x8gJj9t/view?usp=sharing,https://drive.google.com/file/d/1SdVhVXrMsOIDYmsjlgetP4g7-x8gJj9t/view?usp=sharing,https://www.tmuh.org.tw/UploadFile/images/%E6%8D%90%E6%AC%BE%E5%B0%88%E5%8D%80/%E7%99%BE%E8%90%AC%E6%8D%90%E6%AC%BE%E5%96%AE%E7%B4%99%E6%9C%AC%E5%A1%AB%E5%AF%AB.png
True,False,3,3,0,128af30737cc37fee5074cfa95de386b729b75c8,http://www.sinren.com.tw/?page_id=5091,http://www.sinren.com.tw/?page_id=5091,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/08/04/realtime/18210876.jpg&s=Y&x=0&y=7&sw=1123&sh=748&exp=3600&w=600
True,False,3,3,0,c88af670612d86fbe2e313df631075756edac183,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1659750600&ttl=400&mas=600&sig=_S1NJUdkBszBmlYONXv7Dg--~E
True,False,3,3,0,979c3b3f12f699b533e9fe7bb6f38690f03cf319,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1659756900&ttl=400&mas=600&sig=owl9iPQAj2MJMNc4OK0izQ--~E
True,False,3,3,0,376134618d2091076ac95874c37c558748569452,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1660940400&ttl=400&mas=600&sig=5DgrFQvIrUoGUPAr.vUqsA--~E
True,False,3,3,0,5060b7d36271e172eed0243b7456879fc0148ffd,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1660946400&ttl=400&mas=600&sig=6M04J6svDr9Le_adFJCmyQ--~E
True,False,3,3,0,9c77f83ff019845f7451129cdb9d7cd05617bd88,https://linktr.ee/landrovertaiwan,https://linktr.ee/landrovertaiwan,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/08/11/0/18283708.jpg&s=Y&x=40&y=0&sw=864&sh=576&sl=W&fw=480&exp=3600&exp=3600
True,False,3,3,0,9c77f83ff019845f7451129cdb9d7cd05617bd88,https://linktr.ee/jaguartaiwan,https://linktr.ee/jaguartaiwan,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/08/11/0/18283708.jpg&s=Y&x=40&y=0&sw=864&sh=576&sl=W&fw=480&exp=3600&exp=3600
True,False,3,3,0,f19837f418138bc0828027ea4c369368a28d6e87,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661037300&ttl=400&mas=600&sig=V5_iw91wYTlaNARbj1WVsA--~E
True,False,3,3,0,c70b3ea6de982c55eba0c76f9cd77c0fc0fd4a64,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661075700&ttl=400&mas=600&sig=hk14Xu6jHIUAYq9gYeMYJw--~E
True,False,3,3,0,4761ba429f4e6b8689e5cd56228829d9b17cb528.jpg,http://bit.do/fSKWc,http://bit.do/fSKWc,https://cdn.nba.com/teams/static/heat/imgs/community/foundation/charitable-fund-qrcode.jpg
True,False,3,3,0,7a57e68dc8319c85656e36d490e64b524325a935,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FB%2526B%2FLOGO%2Fptss4.jpg&t=1661140500&ttl=400&mas=600&sig=R2BMBeeUmqx9MpJCKOktbw--~E
True,False,3,3,0,310f4d5b1476d9d0be2e03839588548e937ed8e7,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661157000&ttl=400&mas=600&sig=H1Lvi3X7E54icK4zFDuQNQ--~E
True,False,3,3,0,39938b6bef807d76a88a98697b0a741b6b470063,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661160600&ttl=400&mas=600&sig=6aDThtyMGJaGuCO0o94hBA--~E
True,False,3,3,0,ade354e9ec1867cf76036acc27ab26df5a612763,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661161200&ttl=400&mas=600&sig=4avse13XTiIRQ.OboER2OA--~E
True,False,3,3,0,06c72683769ee1d1e84b63247bb8b4401dce315a,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661161500&ttl=400&mas=600&sig=W1ZC9AyfGr3BskQK7rVDsw--~E
True,False,3,3,0,ad2d6c81c9bdf05d1b840c755f1aa4825f7d3def,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661164500&ttl=400&mas=600&sig=Jvxs0.cSXix2SUUI2g7l_Q--~E
True,False,3,3,0,fdf7d9d1480e5d3c74a25047e2b0529baf54bfd3,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661165400&ttl=400&mas=600&sig=6W2798BoW0pUtjWDlVsMDQ--~E
True,False,3,3,0,2b141da0eec9f4bba7047ec48b0e6ec67df47b34,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661169000&ttl=400&mas=600&sig=bc8RLqou1wFQCNngnc35og--~E
True,False,3,3,0,0b67fc9568649c6f264df4e0c271da5e64042178,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661171400&ttl=400&mas=600&sig=Y5miX_iRjx3ES5WclIVaxg--~E
True,False,3,3,0,9ac27f28efc3334e5add45f1129b88ddec1cac8c,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661173200&ttl=400&mas=600&sig=jzTk77.PegMN0fhwW4C5_Q--~E
True,False,3,3,0,c5cf56af8718a3d465a4cca19a6e28fbece20d9a,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661201400&ttl=400&mas=600&sig=hlveWZcAXsmPNN2ob2XrNQ--~E
True,False,3,3,0,3e0b9417e7e5d12e119007565cf50686cef5f91e,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661202600&ttl=400&mas=600&sig=W0Ot1mC0BYliuiW86EK_9A--~E
True,False,3,3,0,95b0b6263073912f41f691b64ded8bbb5e75a3ed,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FB%2526B%2FLOGO%2Fptss4.jpg&t=1661202900&ttl=400&mas=600&sig=bt78xlGbz3_zEtyIQaMRwQ--~E
True,False,3,3,0,f2dc17970355dadf0db8fed680553413378d9b1a,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661203200&ttl=400&mas=600&sig=0TL7Ug87zpxCLqOZTaisXA--~E
True,False,3,3,0,faab6518a45d4c4fc5a7978e7250ccd39e54174c,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FB%2526B%2FLOGO%2Fptss4.jpg&t=1661203200&ttl=400&mas=600&sig=V0rI_i0v.zU4gAYlj30zVA--~E
True,False,3,3,0,146ad89a586eb4cfb0e2925a6530a30eef7cc6d0,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661205600&ttl=400&mas=600&sig=CPf6E12lkUmmEgPPmteC7Q--~E
True,False,3,3,0,11e005b6ee7e63b4b45d6914f0eadf1f3b4efb35,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661205900&ttl=400&mas=600&sig=JfFn8colv4CK1zdT2t5iQQ--~E
True,False,3,3,0,7eb27908655c1370656f8339b157a335afc21cc4,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661206200&ttl=400&mas=600&sig=Mbrlh0WmZ6fsJeaDDLX5UA--~E
True,False,3,3,0,3b0d222a32a5cb3fdde3f8a1d4f923ddf422bc69,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661206500&ttl=400&mas=600&sig=LEYWjw3B6eGyQSzlFoV01Q--~E
True,False,3,3,0,bc30bd279e6cb4ccc6ffd81999120c99e1a45168,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661206800&ttl=400&mas=600&sig=mcwA_T5ZnZt1CT484Y7sEQ--~E
True,False,3,3,0,37055e2f3c260470b3f5586b87bd5ada3d1e208d,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661207400&ttl=400&mas=600&sig=m_31TgFRKsUSxD4Mdu.3bQ--~E
True,False,3,3,0,469910825d0bd204718358e841f875c1e4b94a80,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661208000&ttl=400&mas=600&sig=LPXHDB_.KQN6A4_LnHDLEw--~E
True,False,3,3,0,dc17b6e7daff8a62044c2f28a8bd38d70a718c3a,https://t.me/bbhomecare,https://t.me/bbhomecare,https://ec.yimg.com/ec?url=http%3A%2F%2Fbbhomecare5888.banner.tw%2FYAHOO%2520SS%2Fservice1.jpg&t=1661305500&ttl=400&mas=600&sig=Bxpp7riZagbbVd5r3bZ7WQ--~E
False,False,3,3,0,f8e4276b1e91634cce3d6d2b2e9bc9162b820a35.jpg,"https://drive.google.com/file/d/1N4yYKhmmDbpMhIlq_qkSGGV55yJiou7O/view
","https://drive.google.com/file/d/1N4yYKhmmDbpMhIlq_qkSGGV55yJiou7O/view
",https://i.imgur.com/c6hITu6.jpg
